"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-17200 MW),(-18700 MW)
27-Mar-23 13,30192,27975,42311,25111,6880,15000,-2864,-4364
03-Apr-23 14,30054,28526,42606,25406,6585,15000,-3120,-4620
10-Apr-23 15,30863,29216,43246,26046,5945,15000,-3170,-4670
17-Apr-23 16,31228,29581,43981,26781,5210,15000,-2800,-4300
24-Apr-23 17,31577,29931,44516,27316,4675,15000,-2615,-4115
01-May-23 18,31824,30642,45056,27856,4135,15000,-2786,-4286
08-May-23 19,32574,31392,45812,28612,3379,15000,-2780,-4280
15-May-23 20,33257,32075,46584,29384,2607,15000,-2691,-4191
22-May-23 21,33213,32031,47177,29977,2014,15000,-2054,-3554
29-May-23 22,33681,32499,47377,30177,1814,15000,-2322,-3822
05-Jun-23 23,33170,31890,47229,30029,1962,15000,-1861,-3361
12-Jun-23 24,33184,31903,47377,30177,1814,15000,-1726,-3226
19-Jun-23 25,33465,32184,47377,30177,1814,15000,-2007,-3507
26-Jun-23 26,33853,32572,47100,29900,2091,15000,-2672,-4172
03-Jul-23 27,33675,32184,46503,29303,2688,15000,-2881,-4381
10-Jul-23 28,33441,31950,46753,29553,2438,15000,-2397,-3897
17-Jul-23 29,33806,32315,46563,29363,2628,15000,-2952,-4452
24-Jul-23 30,33869,32378,46215,29015,2976,15000,-3363,-4863
31-Jul-23 31,33172,31681,45640,28440,3551,15000,-3241,-4741
07-Aug-23 32,32921,31227,45924,28724,3267,15000,-2503,-4003
14-Aug-23 33,32522,30828,45508,28308,3683,15000,-2520,-4020
21-Aug-23 34,32669,30975,45746,28546,3445,15000,-2429,-3929
28-Aug-23 35,32154,30475,45851,28651,3340,15000,-1824,-3324
04-Sep-23 36,32329,30642,45201,28001,3990,15000,-2641,-4141
11-Sep-23 37,32319,30633,46023,28823,3168,15000,-1810,-3310
18-Sep-23 38,31676,29989,45773,28573,3418,15000,-1416,-2916
25-Sep-23 39,31623,29936,44925,27725,4266,15000,-2211,-3711
02-Oct-23 40,31635,29659,44545,27345,4646,15000,-2314,-3814
09-Oct-23 41,31372,29395,44635,27435,4556,15000,-1960,-3460
16-Oct-23 42,31286,29309,44351,27151,4840,15000,-2158,-3658
23-Oct-23 43,30991,29015,43538,26338,5653,15000,-2677,-4177
30-Oct-23 44,30837,28860,43708,26508,5483,15000,-2352,-3852
06-Nov-23 45,30480,28381,43100,25900,6091,15000,-2481,-3981
13-Nov-23 46,30439,28371,42359,25159,6832,15000,-3212,-4712
20-Nov-23 47,30288,28220,42756,25556,6435,15000,-2664,-4164
27-Nov-23 48,30059,27991,42355,25155,6836,15000,-2836,-4336
04-Dec-23 49,30063,27880,43132,25932,6059,15000,-1948,-3448
11-Dec-23 50,30109,27927,41939,24739,7252,15000,-3188,-4688
18-Dec-23 51,28935,26752,40390,23190,8801,15000,-3562,-5062
25-Dec-23 52,26312,24130,40190,22990,9001,15000,-1140,-2640
01-Jan-24 1,27954,25810,41203,24003,7988,15000,-1807,-3307
08-Jan-24 2,29548,27404,41303,24103,7888,15000,-3301,-4801
15-Jan-24 3,30300,28156,42362,25162,6829,15000,-2994,-4494
22-Jan-24 4,30273,28129,43230,26030,5961,15000,-2099,-3599
29-Jan-24 5,30490,28346,43512,26312,5679,15000,-2034,-3534
05-Feb-24 6,31030,28940,43121,25921,6070,15000,-3019,-4519
12-Feb-24 7,31154,29065,43268,26068,5923,15000,-2997,-4497
19-Feb-24 8,31289,29199,43763,26563,5428,15000,-2636,-4136
26-Feb-24 9,31095,29006,43148,25948,6043,15000,-3058,-4558
04-Mar-24 10,31120,29552,44306,27106,4885,15000,-2446,-3946
11-Mar-24 11,30804,29236,44563,27363,4628,15000,-1873,-3373
18-Mar-24 12,31048,29480,45476,28276,3715,15000,-1204,-2704
25-Mar-24 13,30924,29276,45826,28626,3365,15000,-650,-2150
