"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-15200 MW),(-16700 MW)
23-Jan-23 4,29711,28047,42230,27030,6961,13000,-1017,-2517
30-Jan-23 5,30177,27914,43984,28784,5207,13000,870,-630
06-Feb-23 6,29707,27918,44512,29312,4679,13000,1394,-106
13-Feb-23 7,29837,28047,44219,29019,4972,13000,972,-528
20-Feb-23 8,29715,27926,43391,28191,5800,13000,265,-1235
27-Feb-23 9,29723,27950,43441,28241,5750,13000,291,-1209
06-Mar-23 10,29898,28330,43056,27856,6135,13000,-474,-1974
13-Mar-23 11,29877,28309,43948,28748,5243,13000,439,-1061
20-Mar-23 12,29855,28207,43948,28748,5243,13000,541,-959
27-Mar-23 13,29911,28263,43356,28156,5835,13000,-107,-1607
03-Apr-23 14,29668,28022,43356,28156,5835,13000,134,-1366
10-Apr-23 15,30357,28711,43511,28311,5680,13000,-400,-1900
17-Apr-23 16,31197,29550,44823,29623,4368,13000,73,-1427
24-Apr-23 17,33668,32021,46023,30823,3168,13000,-1198,-2698
01-May-23 18,33601,32419,46213,31013,2978,13000,-1406,-2906
08-May-23 19,34531,33349,46987,31787,2204,13000,-1562,-3062
15-May-23 20,34704,33522,46987,31787,2204,13000,-1735,-3235
22-May-23 21,35031,33849,47177,31977,2014,13000,-1872,-3372
29-May-23 22,35849,34667,47377,32177,1814,13000,-2490,-3990
05-Jun-23 23,35053,33773,47229,32029,1962,13000,-1744,-3244
12-Jun-23 24,35055,33774,47177,31977,2014,13000,-1797,-3297
19-Jun-23 25,34886,33605,47177,31977,2014,13000,-1628,-3128
26-Jun-23 26,35391,34110,47100,31900,2091,13000,-2210,-3710
03-Jul-23 27,35153,33662,47642,32442,1549,13000,-1220,-2720
10-Jul-23 28,35127,33636,47642,32442,1549,13000,-1194,-2694
17-Jul-23 29,35242,33751,47970,32770,1221,13000,-981,-2481
24-Jul-23 30,35288,33797,47622,32422,1569,13000,-1375,-2875
31-Jul-23 31,34476,32985,47047,31847,2144,13000,-1138,-2638
07-Aug-23 32,34154,32460,46407,31207,2784,13000,-1253,-2753
14-Aug-23 33,33807,32114,45860,30660,3331,13000,-1454,-2954
21-Aug-23 34,33730,32037,46179,30979,3012,13000,-1058,-2558
28-Aug-23 35,33641,31961,45734,30534,3457,13000,-1427,-2927
04-Sep-23 36,33478,31791,45901,30701,3290,13000,-1090,-2590
11-Sep-23 37,33126,31440,46481,31281,2710,13000,-159,-1659
18-Sep-23 38,32252,30565,45963,30763,3228,13000,198,-1302
25-Sep-23 39,32248,30561,44925,29725,4266,13000,-836,-2336
02-Oct-23 40,32438,30461,44545,29345,4646,13000,-1116,-2616
09-Oct-23 41,31837,29871,44635,29435,4556,13000,-436,-1936
16-Oct-23 42,31305,29362,44351,29151,4840,13000,-211,-1711
23-Oct-23 43,30945,29062,43538,28338,5653,13000,-724,-2224
30-Oct-23 44,31008,29125,43708,28508,5483,13000,-617,-2117
06-Nov-23 45,30887,28819,42952,27752,6239,13000,-1067,-2567
13-Nov-23 46,30757,28689,43065,27865,6126,13000,-824,-2324
20-Nov-23 47,30574,28506,42482,27282,6709,13000,-1224,-2724
27-Nov-23 48,30527,28459,42355,27155,6836,13000,-1304,-2804
04-Dec-23 49,30584,28401,43132,27932,6059,13000,-469,-1969
11-Dec-23 50,30003,27820,41939,26739,7252,13000,-1081,-2581
18-Dec-23 51,28902,26719,40390,25190,8801,13000,-1529,-3029
25-Dec-23 52,26884,24702,40190,24990,9001,13000,288,-1212
01-Jan-24 1,27845,25810,41203,26003,7988,13000,193,-1307
08-Jan-24 2,29438,27404,41303,26103,7888,13000,-1301,-2801
15-Jan-24 3,30190,28156,42362,27162,6829,13000,-994,-2494
22-Jan-24 4,30163,28129,43230,28030,5961,13000,-99,-1599
